job_title,job_skills
qa_engineer,sql bug_reporting agile_methodology api_testing postman pytest
junior_network_engineer,troubleshooting routing_switching tcp_ip dhcp
rf_engineer,spectrum_analyzer matlab oscilloscope wireless_communication testing_equipment c_programming
systems_administrator,monitoring active_directory windows_server patch_management linux
junior_data_scientist,pandas python_programming data_analysis statistics machine_learning
hardware_engineer,component_selection schematic_capture altium_designer signal_processing
database_administrator,sql stored_procedures linux mysql database_security database_design
junior_embedded_engineer,oscilloscope rtos_basics hardware_interfacing
junior_mobile_developer,git mobile_ui_design react_native rest_api debugging java_programming swift
software_engineer,python_programming object_oriented_programming data_structures node_js sql code_review
data_scientist,statistics sql feature_engineering jupyter_notebook
systems_administrator,monitoring active_directory linux networking backup_recovery windows_server virtualization
hardware_engineer,altium_designer schematic_capture multimeter oscilloscope component_selection hardware_debugging circuit_design
data_analyst,sql r_programming reporting tableau power_bi
junior_embedded_engineer,hardware_interfacing debugging c_programming oscilloscope uart_spi_i2c rtos_basics microcontrollers
rf_engineer,simulation_tools matlab antenna_design testing_equipment spectrum_analyzer
cybersecurity_analyst,vulnerability_assessment compliance python_programming network_security penetration_testing ethical_hacking
technical_writer,git user_research communication markdown documentation
systems_administrator,patch_management backup_recovery windows_server shell_scripting
frontend_developer,sass typescript webpack angular ui_ux_basics cross_browser_compatibility accessibility
network_engineer,security_practices firewalls load_balancing network_monitoring
data_scientist,git data_analysis pandas sql statistics python_programming natural_language_processing
qa_engineer,git regression_testing bug_reporting
network_engineer,tcp_ip network_monitoring cisco firewalls
junior_network_engineer,troubleshooting dhcp network_monitoring networking routing_switching dns
cloud_support_engineer,azure linux monitoring docker networking
junior_devops_engineer,cloud_computing docker git
frontend_developer,html_css responsive_design cross_browser_compatibility figma javascript rest_api
release_engineer,build_automation ci_cd jenkins linux shell_scripting git
test_engineer,test_planning automated_testing python_programming hardware_testing
cloud_support_engineer,troubleshooting aws docker
junior_qa_engineer,agile_methodology bug_reporting sql basic_automation test_planning
bi_developer,sql business_intelligence excel data_modeling etl
cloud_engineer,monitoring terraform infrastructure_as_code docker networking
cybersecurity_analyst,firewalls vulnerability_assessment python_programming
junior_mobile_developer,java_programming debugging kotlin
cloud_support_engineer,networking troubleshooting docker aws linux azure
software_engineer,sql docker typescript data_structures
data_scientist,machine_learning feature_engineering data_visualization tensorflow natural_language_processing data_analysis
it_support_specialist,customer_support software_installation active_directory
junior_hardware_engineer,component_selection circuit_design multimeter
junior_hardware_engineer,soldering altium_designer multimeter pcb_design oscilloscope schematic_capture
junior_data_engineer,nosql linux data_pipelines git cloud_computing airflow etl
it_support_specialist,documentation software_installation ticketing_systems customer_support linux hardware_maintenance
technical_support_engineer,customer_support ticketing_systems python_programming troubleshooting api_testing
junior_data_analyst,sql data_cleaning google_analytics reporting statistics
firmware_engineer,c_plus_plus microcontrollers rtos debugging
junior_mobile_developer,git rest_api java_programming kotlin debugging react_native
junior_qa_engineer,manual_testing test_planning bug_reporting regression_testing
it_support_specialist,troubleshooting linux customer_support documentation
scrum_master,stakeholder_communication agile_methodology conflict_resolution
junior_data_analyst,data_visualization sql reporting python_programming google_analytics tableau excel
junior_qa_engineer,regression_testing manual_testing sql bug_reporting
technical_support_engineer,sql scripting troubleshooting python_programming networking_basics ticketing_systems api_testing
firmware_engineer,hardware_interfacing c_plus_plus embedded_systems microcontrollers firmware_development
data_scientist,pytorch data_visualization deep_learning scikit_learn git tensorflow numpy
full_stack_developer,typescript nosql html_css python_programming sql
embedded_systems_engineer,firmware_development rtos assembly_language
ui_ux_designer,usability_testing html_css adobe_xd design_systems wireframing user_research prototyping
software_engineer,node_js python_programming linux docker javascript object_oriented_programming
full_stack_developer,git rest_api ci_cd typescript nosql
software_engineer,typescript react python_programming unit_testing debugging
rf_engineer,signal_processing wireless_communication c_programming testing_equipment
data_analyst,reporting data_visualization statistics
cloud_support_engineer,linux docker monitoring
database_administrator,backup_recovery postgresql performance_tuning stored_procedures sql oracle
backend_developer,rest_api api_design linux python_programming
systems_administrator,shell_scripting virtualization security_practices active_directory networking
test_engineer,oscilloscope hardware_testing regression_testing
junior_data_engineer,git airflow python_programming
it_support_specialist,documentation ticketing_systems active_directory
junior_data_analyst,sql google_analytics data_visualization data_cleaning reporting python_programming
mobile_developer,git rest_api swift kotlin
technical_writer,documentation communication user_research api_documentation diagramming content_management markdown
junior_hardware_engineer,circuit_design soldering schematic_capture component_selection oscilloscope multimeter pcb_design
backend_developer,api_design nosql linux
devops_engineer,kubernetes azure ansible aws docker gcp ci_cd
firmware_engineer,debugging version_control c_programming c_plus_plus assembly_language
junior_mobile_developer,mobile_ui_design swift java_programming kotlin
full_stack_developer,docker git html_css rest_api
it_support_specialist,software_installation troubleshooting active_directory linux remote_desktop hardware_maintenance
